"region_chr","region_start","region_end","promoter_chr","promoter_start","promoter_end","gene_id","overlap_bp","frac_region_covered","frac_promoter_covered"
"chr19",1,700000,"chr19",70966,70966,"375690",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",202209,202209,"399844",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",695461,695461,"400668",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",376013,376013,"51298",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",633568,633568,"5442",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",344791,344791,"54531",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",663233,663233,"55658",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",589893,589893,"610",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",571277,571277,"682",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",110679,110679,"81099",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",496490,496490,"8174",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",291435,291435,"8612",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",507497,507497,"91978",1,1.42857142857143e-06,1
"chr19",1,700000,"chr19",531733,531733,"997",1,1.42857142857143e-06,1
"chr19",4600001,4800000,"chr19",4679294,4679294,"100131094",1,5e-06,1
"chr19",4600001,4800000,"chr19",4639527,4639527,"126282",1,5e-06,1
"chr19",4600001,4800000,"chr19",4769117,4769117,"284424",1,5e-06,1
"chr19",4600001,4800000,"chr19",4770682,4770682,"407045",1,5e-06,1
"chr19",4600001,4800000,"chr19",4791728,4791728,"55527",1,5e-06,1
"chr19",4600001,4800000,"chr19",4670415,4670415,"56005",1,5e-06,1
"chr19",4600001,4800000,"chr19",4723855,4723855,"91039",1,5e-06,1
"chr19",5000001,6500000,"chr19",5978414,5978414,"100128568",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6416522,6416522,"100500888",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6333640,6333640,"125981",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5680911,5680911,"125988",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5904024,5904024,"126328",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5455426,5455426,"148066",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5784776,5784776,"163154",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5851485,5851485,"2525",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5904024,5904024,"2527",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5839742,5839742,"2528",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5568005,5568005,"257000",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5720688,5720688,"257062",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5690272,5690272,"25873",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6433790,6433790,"284427",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6393291,6393291,"2962",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5680776,5680776,"374875",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5904852,5904852,"400673",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6279959,6279959,"4298",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5823818,5823818,"4902",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6375860,6375860,"5623",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5791249,5791249,"56931",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5340814,5340814,"5802",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6110664,6110664,"5990",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5623046,5623046,"6294",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6459781,6459781,"79085",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6481798,6481798,"79958",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6135651,6135651,"81616",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6361463,6361463,"8192",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5914193,5914193,"828",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6372444,6372444,"84266",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5978320,5978320,"8498",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6424822,6424822,"8570",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",6463788,6463788,"92359",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5720463,5720463,"9361",1,6.66666666666667e-07,1
"chr19",5000001,6500000,"chr19",5622938,5622938,"9667",1,6.66666666666667e-07,1
"chr19",6700001,7200000,"chr19",6767523,6767523,"10045",1,2e-06,1
"chr19",6700001,7200000,"chr19",7049351,7049351,"125997",1,2e-06,1
"chr19",6700001,7200000,"chr19",6887560,6887560,"2015",1,2e-06,1
"chr19",6700001,7200000,"chr19",7030594,7030594,"284428",1,2e-06,1
"chr19",6700001,7200000,"chr19",6990857,6990857,"326342",1,2e-06,1
"chr19",6700001,7200000,"chr19",7006426,7006426,"497049",1,2e-06,1
"chr19",6700001,7200000,"chr19",6737633,6737633,"56927",1,2e-06,1
"chr19",6700001,7200000,"chr19",7040184,7040184,"653656",1,2e-06,1
"chr19",6700001,7200000,"chr19",7058645,7058645,"653657",1,2e-06,1
"chr19",6700001,7200000,"chr19",6720662,6720662,"718",1,2e-06,1
"chr19",6700001,7200000,"chr19",6772679,6772679,"7409",1,2e-06,1
"chr19",6700001,7200000,"chr19",7069471,7069471,"79230",1,2e-06,1
"chr19",6700001,7200000,"chr19",6739707,6739707,"9322",1,2e-06,1
"chr19",8600001,10300000,"chr19",10220425,10220425,"100113382",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9434902,9434902,"100529215",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9546254,9546254,"10781",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9325547,9325547,"125958",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9226439,9226439,"125962",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9203921,9203921,"125963",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9609279,9609279,"147741",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8942975,8942975,"148156",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9879410,9879410,"162993",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9296270,9296270,"162998",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9361720,9361720,"26648",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8809172,8809172,"284382",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8841391,8841391,"284383",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9732158,9732158,"284385",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9415795,9415795,"374879",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10152032,10152032,"388503",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9213982,9213982,"390882",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9237626,9237626,"390883",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8642331,8642331,"4542",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10222197,10222197,"5032",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10121147,10121147,"50509",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10123925,10123925,"50700",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9945883,9945883,"5300",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9785776,9785776,"54811",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9929752,9929752,"54850",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10196806,10196806,"55337",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10216899,10216899,"56342",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9251056,9251056,"57693",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9938556,9938556,"59286",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10218327,10218327,"692229",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10216899,10216899,"692312",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9811493,9811493,"729648",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9695209,9695209,"7675",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9473696,9473696,"7730",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9649303,9649303,"79088",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8675588,8675588,"81794",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10213425,10213425,"83854",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9434448,9434448,"84527",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",8953269,8953269,"85509",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10230599,10230599,"8666",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9731916,9731916,"93134",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",10047070,10047070,"93145",1,5.88235294117647e-07,1
"chr19",8600001,10300000,"chr19",9092018,9092018,"94025",1,5.88235294117647e-07,1
"chr19",13400001,13800000,"chr19",13617274,13617274,"773",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15726029,15726029,"11283",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",16059818,16059818,"126541",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15852203,15852203,"26532",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15838834,15838834,"26538",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15918936,15918936,"26539",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15904859,15904859,"284433",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15890798,15890798,"388514",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15751707,15751707,"4051",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",16045676,16045676,"57834",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15939757,15939757,"652995",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",15783828,15783828,"66002",1,2.5e-06,1
"chr19",15700001,16100000,"chr19",16008884,16008884,"8529",1,2.5e-06,1
"chr19",19100001,19300000,"chr19",19281098,19281098,"100271849",1,5e-06,1
"chr19",19100001,19300000,"chr19",19144832,19144832,"10147",1,5e-06,1
"chr19",19100001,19300000,"chr19",19174803,19174803,"284439",1,5e-06,1
"chr19",19100001,19300000,"chr19",19249310,19249310,"54929",1,5e-06,1
"chr19",19100001,19300000,"chr19",19144387,19144387,"93436",1,5e-06,1
"chr19",22400001,24600000,"chr19",24346249,24346249,"100101266",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23299777,23299777,"100129543",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",22469252,22469252,"100287226",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",22605148,22605148,"148198",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23941693,23941693,"148213",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23870017,23870017,"171392",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23186010,23186010,"388523",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23945816,23945816,"388524",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",22779059,22779059,"440518",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23433172,23433172,"440519",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",22817126,22817126,"57615",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",24097684,24097684,"730087",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",23578269,23578269,"7644",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",22966973,22966973,"7652",1,4.54545454545455e-07,1
"chr19",22400001,24600000,"chr19",24216247,24216247,"9534",1,4.54545454545455e-07,1
"chr19",27800001,28900000,"chr19",28284848,28284848,"148189",1,9.09090909090909e-07,1
"chr19",34000001,34500000,"chr19",34012799,34012799,"5184",1,2e-06,1
"chr19",34000001,34500000,"chr19",34112861,34112861,"64377",1,2e-06,1
"chr19",34000001,34500000,"chr19",34287751,34287751,"79047",1,2e-06,1
"chr19",34800001,35500000,"chr19",35136778,35136778,"100130342",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",34919268,34919268,"10054",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35389847,35389847,"100652909",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",34972880,34972880,"126374",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35454953,35454953,"126375",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35264134,35264134,"148103",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",34855645,34855645,"2821",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35085490,35085490,"284402",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35225480,35225480,"339318",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35323773,35323773,"400685",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35168567,35168567,"55900",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35485688,35485688,"57655",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35068596,35068596,"643719",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",34895303,34895303,"84306",1,1.42857142857143e-06,1
"chr19",34800001,35500000,"chr19",35417807,35417807,"90075",1,1.42857142857143e-06,1
"chr19",36400001,38600000,"chr19",36802245,36802245,"100134317",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36822620,36822620,"100506930",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38039851,38039851,"100507433",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38345836,38345836,"100631378",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36605888,36605888,"1155",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38307940,38307940,"126231",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36643771,36643771,"1346",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37569382,37569382,"147923",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36705986,36705986,"147929",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37960169,37960169,"148266",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37958674,37958674,"148268",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37178530,37178530,"163081",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37708828,37708828,"163087",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38183216,38183216,"163115",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36500273,36500273,"163183",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38042273,38042273,"163255",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37663615,37663615,"199704",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36545664,36545664,"199745",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38146368,38146368,"22835",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38397868,38397868,"23094",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37341260,37341260,"25850",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36523797,36523797,"25999",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36545783,36545783,"284403",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36909550,36909550,"284406",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37288452,37288452,"284408",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37759912,37759912,"284412",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37803739,37803739,"284459",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37019248,37019248,"339324",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37263716,37263716,"342892",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37407193,37407193,"374899",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37407231,37407231,"374900",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37341689,37341689,"388536",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37997841,37997841,"390927",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38085673,38085673,"51276",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36606206,36606206,"5438",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36870105,36870105,"57677",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37096178,37096178,"57711",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36486090,36486090,"644096",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36912076,36912076,"644189",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38308051,38308051,"644554",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36602105,36602105,"728361",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36980529,36980529,"728752",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36705504,36705504,"7705",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36428022,36428022,"79414",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36630918,36630918,"826",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38397317,38397317,"83889",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37862059,37862059,"84503",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",38210691,38210691,"84775",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37095719,37095719,"84911",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36980463,36980463,"84924",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",36505141,36505141,"84964",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37157739,37157739,"92283",1,4.54545454545455e-07,1
"chr19",36400001,38600000,"chr19",37701451,37701451,"92285",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40129325,40129325,"100129935",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39900318,39900318,"100616163",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39739496,39739496,"101180976",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39616420,39616420,"10298",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38755098,38755098,"10653",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39989557,39989557,"10683",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39108643,39108643,"11184",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39466380,39466380,"115290",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38916945,38916945,"115727",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40228669,40228669,"1178",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40023494,40023494,"126272",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39368919,39368919,"126432",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39523198,39523198,"126433",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40854434,40854434,"126526",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40896094,40896094,"147746",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38893775,38893775,"147965",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39235114,39235114,"147968",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40146558,40146558,"148003",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40724306,40724306,"148014",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40030838,40030838,"163126",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40562115,40562115,"163131",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39322497,39322497,"1891",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38878668,38878668,"199720",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40791302,40791302,"208",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40337054,40337054,"2091",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39390502,39390502,"22933",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40854332,40854332,"23646",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39109722,39109722,"27335",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39759157,39759157,"282616",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39735646,39735646,"282617",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39786965,39786965,"282618",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40596845,40596845,"284323",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40093169,40093169,"29124",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39342979,39342979,"3191",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40502943,40502943,"339327",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39687604,39687604,"342897",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39694906,39694906,"342898",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40267234,40267234,"342900",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40005753,40005753,"348303",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39574945,39574945,"390928",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39303740,39303740,"3960",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39264157,39264157,"3963",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38880840,38880840,"399473",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40170014,40170014,"400696",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40697651,40697651,"4294",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39390340,39390340,"4793",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39881835,39881835,"54623",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39440495,39440495,"54938",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39833108,39833108,"55095",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39881963,39881963,"55588",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40194946,40194946,"56891",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40476912,40476912,"5704",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38865190,38865190,"5714",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39805976,39805976,"57622",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38826443,38826443,"57828",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39421348,39421348,"6183",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39926618,39926618,"6217",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38924340,38924340,"6261",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38794804,38794804,"64073",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39402798,39402798,"643669",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39903750,39903750,"64857",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39279850,39279850,"653499",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39936186,39936186,"6829",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40788548,40788548,"693226",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39897487,39897487,"7538",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40732597,40732597,"79935",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39138267,39138267,"81",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38720317,38720317,"8193",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40440533,40440533,"8857",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38806606,38806606,"90522",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",40324841,40324841,"9149",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39971052,39971052,"92609",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38810484,38810484,"9424",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",38747231,38747231,"94274",1,4.54545454545455e-07,1
"chr19",38700001,40900000,"chr19",39826726,39826726,"9535",1,4.54545454545455e-07,1
"chr19",41200001,41800000,"chr19",41277553,41277553,"100529262",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41284124,41284124,"100529264",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41768391,41768391,"11100",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41305048,41305048,"112398",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41356352,41356352,"1548",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41534168,41534168,"1549",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41594356,41594356,"1553",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41497204,41497204,"1555",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41430170,41430170,"1556",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41620353,41620353,"1572",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41396731,41396731,"22952",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41256408,41256408,"284325",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41699115,41699115,"29785",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41284124,41284124,"53916",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41725108,41725108,"558",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41256759,41256759,"6626",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41222790,41222790,"79934",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41223008,41223008,"80271",1,1.66666666666667e-06,1
"chr19",41200001,41800000,"chr19",41281082,41281082,"8190",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",41949063,41949063,"100170765",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42006554,42006554,"100505495",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42212530,42212530,"1048",1,1.66666666666667e-06,1
"chr19",41900001,42500000,"chr19",42463528,42463528,"10567",1,1.66666666666667e-06,1
